DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,sex,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-000573,MDA-MB-436,MDAMB436,MDAMB436_BREAST,,1240172.0,Female,ATCC,3.0,-5.242670073,Adherent,RPMI + 10% FBS + 16ug/ml Glutathione,52.7,CVCL_0623,927.0,pleural_effusion,Metastasis,Breast Cancer,Carcinoma,43,SIDM00629,,breast,breast_carcinoma,ERneg_HER2neg,basal_B
ACH-000574,FU-OV-1,FUOV1,FUOV1_OVARY,,1240129.0,Female,DSMZ,,,,,,CVCL_2047,2063.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",65,SIDM01040,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000575,,HCC364,HCC364_LUNG,,,Male,Academic lab,,,,,,CVCL_5134,,lung,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000576,KMS-27,KMS27,KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2.0,-2.7142935489999998,Suspension,RPMI + 10% FBS,89.0,CVCL_2993,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,52,,,plasma_cell,multiple_myeloma,,
ACH-000577,JHH-2,JHH2,JHH2_LIVER,,1240157.0,Male,HSRRB,1.0,-2.758677814,Adherent,EMEM + 10% FBS,81.7,CVCL_2786,347.0,ascites,Metastasis,Liver Cancer,Hepatocellular Carcinoma,57,SIDM00617,,liver,hepatocellular_carcinoma,,
ACH-000578,HCC-1171,HCC1171,HCC1171_LUNG,,,Male,KCLB,,,,,,CVCL_5126,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58,,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000579,UACC-257,UACC257,UACC257_SKIN,,905977.0,Unknown,NCI/DCTD,1.0,-1.373476977,,RPMI + 10% FBS,81.3,CVCL_1779,14.0,skin,Primary,Skin Cancer,Melanoma,,SIDM00108,,skin,melanoma,,
ACH-000580,C32,C32,C32_SKIN,,906830.0,Male,ATCC,2.0,-3.442187665,Adherent,EMEM + 10% FBS + 0.1mM NEAA,66.1,CVCL_1097,2242.0,skin,Primary,Skin Cancer,"Melanoma, amelanotic",53,SIDM00890,,skin,melanoma,amelanotic,
ACH-000581,SNU-16,SNU16,SNU16_STOMACH,,908446.0,Female,ATCC,1.0,-1.062705303,,RPMI + 10% FBS,57.7,CVCL_0076,291.0,ascites,Metastasis,Gastric Cancer,Adenocarcinoma,33,SIDM01145,,gastric,gastric_adenocarcinoma,,
ACH-000582,COLO 741,COLO741,COLO741_SKIN,,,Female,ECACC,,,,,,CVCL_1133,,skin,Metastasis,Skin Cancer,Melanoma,69,,,skin,melanoma,,
ACH-000583,MC116,MC116,MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,907799.0,Male,ATCC,2.0,-2.530316903,Suspension,RPMI + 20% FBS,49.9,CVCL_1399,2082.0,pleural_effusion,,Lymphoma,"B-cell, Non-Hodgkins",,SIDM00637,,lymphocyte,non_hodgkin_lymphoma,b_cell,
ACH-000584,JHOS-4,JHOS4,JHOS4_OVARY,,1480359.0,Female,RIKEN,3.0,-5.068363548,,DMEM:F12 (1:1) + 10% FBS,72.9,CVCL_4649,1651.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, high grade serous",44,SIDM00303,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000585,EPLC-272H,EPLC272H,EPLC272H_LUNG,,753556.0,Male,DSMZ,3.0,-4.633492685,Adherent,RPMI + 20% FBS,85.8,CVCL_1197,404.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,SIDM01044,,lung,NSCLC,NSCLC_squamous,
ACH-000586,NCI-H1876,NCIH1876,NCIH1876_LUNG,,1330972.0,Male,ATCC,,,,,,CVCL_1503,91.0,lymph_node,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),59,SIDM00766,,lung,SCLC,,
ACH-000587,NCI-H1975,NCIH1975,NCIH1975_LUNG,,924244.0,Female,ATCC,2.0,-4.6541065,Adherent,DMEM + 10% FBS,89.5,CVCL_1511,1403.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00759,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000588,KMS-26,KMS26,KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,2.0,-3.51697375,Suspension,RPMI + 10% FBS,76.1,CVCL_2992,,pleural_effusion,Primary,Myeloma,Multiple Myeloma,50,,,plasma_cell,multiple_myeloma,,
ACH-000589,NCI-H1437,NCIH1437,NCIH1437_LUNG,,687794.0,Male,ATCC,3.0,-4.634133698,Adherent,RPMI + 10% FBS,90.8,CVCL_1472,800.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60,SIDM00734,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000590,NCI-H2073,NCIH2073,NCIH2073_LUNG,,,Female,ATCC,,,,,,CVCL_1521,,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,SIDM00757,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000591,,LN235,LN235_CENTRAL_NERVOUS_SYSTEM,LN-235,,Male,Academic lab,2.0,-3.96076416,not found,not found,87.3,CVCL_3957,,central_nervous_system,,Brain Cancer,Astrocytoma,38,,,central_nervous_system,glioma,astrocytoma,
ACH-000592,TM-31,TM31,TM31_CENTRAL_NERVOUS_SYSTEM,,,Female,RIKEN,2.0,-4.149535086,,EMEM + 10% FBS,85.7,CVCL_6735,,central_nervous_system,,Brain Cancer,Glioma,42,,,central_nervous_system,glioma,,
ACH-000593,BC-3C,BC3C,BC3C_URINARY_TRACT,,,Female,DSMZ,2.0,-4.91347783,Adherent,McCoy's 5A + 10% FBS,95.1,CVCL_1958,,urinary_tract,Primary,Bladder Cancer,Transitional Cell Carcinoma,82,,,urinary_tract,bladder_carcinoma,bladder_transitional_cell,
ACH-000594,DMS 153,DMS153,DMS153_LUNG,,,Male,ATCC,,,,,,CVCL_1175,,liver,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),44,,,lung,SCLC,,
ACH-000595,LN-229,LN229,LN229_CENTRAL_NERVOUS_SYSTEM,,1240169.0,Female,ATCC,,,,,,CVCL_0393,1504.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,60,SIDM00684,,central_nervous_system,glioma,glioblastoma,
ACH-000596,LCLC-97TM1,LCLC97TM1,LCLC97TM1_LUNG,,946361.0,Male,DSMZ,2.0,-3.0211735010000003,,RPMI + 20% FBS,48.6,CVCL_1376,485.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44,SIDM00344,,lung,NSCLC,NSCLC_large_cell,
ACH-000597,TTC-709,TTC709,TTC709_SOFT_TISSUE,,,Unknown,Academic lab,2.0,-2.9763331739999996,not found,not found,48.8,CVCL_8007,,soft_tissue,,Rhabdoid,Malignant Rhabdoid Tumor,,,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-000598,KMS-21BM,KMS21BM,KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,HSRRB,,,,,,CVCL_2991,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,62,,,plasma_cell,multiple_myeloma,,
ACH-000599,PA-TU-8902,PATU8902,PATU8902_PANCREAS,,1298526.0,Female,DSMZ,1.0,-3.1748261939999995,Adherent,DMEM + 10% FBS,55.0,CVCL_1845,1549.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",44,SIDM00455,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000600,SLR 26,SLR26,SLR26_KIDNEY,,,Unknown,Academic lab,2.0,-3.369629827,not found,not found,83.4,CVCL_V612,,kidney,Primary,Kidney Cancer,Renal Cell Carcinoma,,,,kidney,renal_cell_carcinoma,,
ACH-000601,MIA PaCa-2,MIAPACA2,MIAPACA2_PANCREAS,,724870.0,Male,ATCC,4.0,-5.422338084,Adherent,DMEM + 10% FBS,88.3,CVCL_0428,1541.0,pancreas,Primary,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",65,SIDM00505,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000602,M-07e,M07E,M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Female,DSMZ,2.0,-4.423330456,Suspension,RPMI 1640 + 20% h.i. FBS + IL-3 (10 ng/ml) or GM-CSF (10 ng/ml),60.0,CVCL_2106,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.5,,,blood,AML,M7,
ACH-000603,BEN,BEN,BEN_LUNG,,753534.0,Male,DSMZ,,,,,,CVCL_1082,971.0,lymph_node,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",71,SIDM00990,,lung,NSCLC,,
ACH-000604,KYO-1,KYO1,KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,DSMZ,2.0,-2.2824779090000002,Suspension,RPMI + 20% FBS,59.7,CVCL_2095,,haematopoietic_and_lymphoid_tissue,,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",22,,,blood,CML,blast_crisis,
ACH-000605,TE-6,TE6,TE6_OESOPHAGUS,,946355.0,Male,RIKEN,2.0,-3.13779556,Adherent,RPMI + 10% FBS,60.0,CVCL_1765,1642.0,oesophagus,,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00328,,esophagus,esophagus_squamous,,
ACH-000606,PE/CA-PJ34 (clone C12),PECAPJ34CLONEC12,PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT,,,Male,ECACC,2.0,-3.7063808560000004,Adherent,IMDM + 10% FBS + 2mM Glutamine,80.2,CVCL_2679,,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, basaloid",60,,,upper_aerodigestive,upper_aerodigestive_squamous,basaloid,
ACH-000607,KYM-1,KYM1,KYM1_SOFT_TISSUE,,1240166.0,Male,HSRRB,2.0,-3.142204417,Mixed adherent and suspension,DMEM:F12 (1:1) + 10% FBS,47.3,CVCL_3007,1344.0,soft_tissue,Primary,Rhabdoid,Malignant Rhabdoid Tumor,1,SIDM00552,,soft_tissue,malignant_rhabdoid_tumor,,
ACH-000608,COV644,COV644,COV644_OVARY,,,Female,ECACC,3.0,-3.896520754,Adherent,DMEM + 10% FBS + 2mM L-glutamine,88.5,CVCL_2425,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, mucinous",,,,ovary,ovary_adenocarcinoma,mucinous,
ACH-000609,SF126,SF126,SF126_CENTRAL_NERVOUS_SYSTEM,,909712.0,Female,HSRRB,0.0,-2.688215571,,EMEM + 10% FBS,43.7,CVCL_1688,1677.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00382,,central_nervous_system,glioma,astrocytoma,
ACH-000610,NCI-H2227,NCIH2227,NCIH2227_LUNG,,688018.0,Male,ATCC,,,,,,CVCL_1542,1220.0,lung,Primary,Lung Cancer,Small Cell Lung Cancer (SCLC),54,SIDM00730,,lung,SCLC,,
ACH-000611,SU-DHL-6,SUDHL6,SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331037.0,Male,DSMZ,,,,,,CVCL_2206,2036.0,ascites,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),43,SIDM00407,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000612,,HUT102,HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,,,,,,CVCL_3526,,lymph_node,,Lymphoma,T-cell,26,,,lymphocyte,lymphoma_unspecified,t_cell,
ACH-000613,HOS,HOS,HOS_BONE,,907060.0,Female,ATCC,,,,,,CVCL_0312,1202.0,bone,Primary,Bone Cancer,Osteosarcoma,13,SIDM00806,,bone,osteosarcoma,,
ACH-000614,RVH-421,RVH421,RVH421_SKIN,,909706.0,Male,DSMZ,2.0,-3.149393402,Adherent,RPMI + 10% FBS,51.8,CVCL_1672,1274.0,central_nervous_system,Metastasis,Skin Cancer,Melanoma,28,SIDM00401,,skin,melanoma,,
ACH-000615,SK-MEL-28,SKMEL28,SKMEL28_SKIN,,905954.0,Male,ATCC,,,,,,CVCL_0526,1499.0,skin,,Skin Cancer,Melanoma,51,SIDM00081,,skin,melanoma,,
ACH-000616,Hs 746T,HS746T,HS746T_STOMACH,,1240151.0,Male,ATCC,2.0,-3.633396691,Adherent,DMEM + 10% FBS,82.4,CVCL_0333,1850.0,soft_tissue,Metastasis,Gastric Cancer,Adenocarcinoma,74,SIDM00665,,gastric,gastric_adenocarcinoma,,
ACH-000617,OVCAR-4,OVCAR4,OVCAR4_OVARY,,905990.0,Female,NCI/DCTD,,,,,,CVCL_1627,606.0,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",42,SIDM00092,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000618,SNU-1041,SNU1041,SNU1041_UPPER_AERODIGESTIVE_TRACT,,,Male,KCLB,2.0,-4.831634874,,RPMI + 10% heat inactivated FBS + 300mg/l L-glutamine + 25mM HEPES + 25mM Sodium bicarbonate,44.3,CVCL_L085,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, hypopharyngeal",,SIDM00173,,upper_aerodigestive,upper_aerodigestive_squamous,hypopharyngeal,
ACH-000619,PE/CA-PJ15,PECAPJ15,PECAPJ15_UPPER_AERODIGESTIVE_TRACT,,1240207.0,Male,ECACC,2.0,-3.3570006539999997,Adherent,IMDM + 10% FBS + 2mM Glutamine,81.6,CVCL_2678,1810.0,upper_aerodigestive_tract,Primary,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",45,SIDM00473,,upper_aerodigestive,upper_aerodigestive_squamous,oral,
ACH-000620,JHH-1,JHH1,JHH1_LIVER,,1298151.0,Male,HSRRB,2.0,-4.67852028,,William's E Medium + 10% FBS,62.7,CVCL_2785,89.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,50,SIDM00618,,liver,hepatocellular_carcinoma,,
ACH-000621,MDA-MB-157,MDAMB157,MDAMB157_BREAST,,925338.0,Female,ATCC,3.0,-4.3352500880000004,Adherent,RPMI + 10% FBS,92.0,CVCL_0618,1796.0,pleural_effusion,Metastasis,Breast Cancer,Breast Ductal Carcinoma,44,SIDM00529,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_B
ACH-000622,KNS-42,KNS42,KNS42_CENTRAL_NERVOUS_SYSTEM,,907282.0,Male,HSRRB,2.0,-3.1238734939999997,Adherent,EMEM + 5% FBS,61.9,CVCL_0378,1149.0,central_nervous_system,Primary,Brain Cancer,Glioblastoma,16,SIDM00607,,central_nervous_system,glioma,glioblastoma,
ACH-000623,SNU-201,SNU201,SNU201_CENTRAL_NERVOUS_SYSTEM,,,Male,KCLB,2.0,-4.500786151000001,,RPMI + 10% FBS,77.3,CVCL_5033,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,58,SIDM00158,,central_nervous_system,glioma,glioblastoma,
ACH-000624,HCC1806,HCC1806,HCC1806_BREAST,,907047.0,Female,ATCC,3.0,-5.85625319,Adherent,RPMI + 10% FBS,97.4,CVCL_1258,1317.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,60,SIDM00875,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000625,Hep 3B2.1-7,HEP3B217,HEP3B217_LIVER,,1240147.0,Male,ATCC,,,,,,CVCL_0326,1922.0,liver,Primary,Liver Cancer,Hepatocellular Carcinoma,8,SIDM00672,,liver,hepatocellular_carcinoma,,
ACH-000626,U266B1,U266B1,U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,753615.0,Male,ATCC,,,,,,CVCL_0566,1635.0,haematopoietic_and_lymphoid_tissue,,Myeloma,"Multiple Myeloma, plasmacytoma",53,SIDM00417,,plasma_cell,multiple_myeloma,plasmacytoma,
ACH-000627,LCLC-103H,LCLC103H,LCLC103H_LUNG,,753586.0,Male,DSMZ,2.0,-4.440616414,Adherent,RPMI + 10% FBS,93.6,CVCL_1375,1502.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",61,SIDM00345,,lung,NSCLC,NSCLC_large_cell,
ACH-000628,NCI-H596,NCIH596,NCIH596_LUNG,,908459.0,Male,ATCC,,,,,,CVCL_1571,1225.0,lung,Primary,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",73,SIDM01127,,lung,NSCLC,NSCLC_adenosquamous,
ACH-000629,,IOMMLEE,IOMMLEE_CENTRAL_NERVOUS_SYSTEM,IOMM-LEE,,Male,Academic lab,,,,,,CVCL_5779,,central_nervous_system,,Brain Cancer,Meningioma,,,,central_nervous_system,meningioma,,
ACH-000630,YD-8,YD8,YD8_UPPER_AERODIGESTIVE_TRACT,,,Female,KCLB,2.0,-5.31716127,,RPMI + 10% FBS,65.6,CVCL_L079,,upper_aerodigestive_tract,,Head and Neck Cancer,"Squamous Cell Carcinoma, tongue",46,,,upper_aerodigestive,upper_aerodigestive_squamous,tongue,
ACH-000631,KS-1,KS1,KS1_CENTRAL_NERVOUS_SYSTEM,,907313.0,Female,HSRRB,0.0,-1.313921513,,MEM + 10% FBS + 2mM Glutamax,50.4,CVCL_1343,1387.0,central_nervous_system,Primary,Brain Cancer,Astrocytoma,,SIDM00555,,central_nervous_system,glioma,astrocytoma,
ACH-000632,Hs 944.T,HS944T,HS944T_SKIN,,,Male,ATCC,2.0,-4.882254849,Adherent,DMEM + 10% FBS,88.7,CVCL_1040,,skin,Metastasis,Skin Cancer,Melanoma,51,SIDM00063,,skin,melanoma,,
ACH-000633,FU97,FU97,FU97_STOMACH,,1290806.0,Female,HSRRB,2.0,-3.5022094630000002,,DMEM + 10% FBS + 0.01mg/ml Insulin,68.8,CVCL_2908,2062.0,stomach,Primary,Gastric Cancer,Adenocarcinoma,66,SIDM00503,,gastric,gastric_adenocarcinoma,diffuse_gastric,
ACH-000634,LN-340,LN340,LN340_CENTRAL_NERVOUS_SYSTEM,,,Male,Academic lab,1.0,-3.7051751630000003,not found,not found,49.7,CVCL_3955,,central_nervous_system,,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-000635,SNU-119,SNU119,SNU119_OVARY,,,Female,KCLB,,,,,,CVCL_5014,,ascites,Metastasis,Ovarian Cancer,"Cystadenocarcinoma, high grade serous",50,,,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-000636,RPMI-8402,RPMI8402,RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909702.0,Female,DSMZ,0.0,-0.061713982,Suspension,RPMI + 10% FBS,90.6,CVCL_1667,288.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",16,SIDM00403,,blood,ALL,t_cell,
ACH-000637,KYSE-520,KYSE520,KYSE520_OESOPHAGUS,,753575.0,Female,DSMZ,1.0,-3.0878184039999996,Adherent,RPMI + 10% FBS,93.8,CVCL_1355,894.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,58,SIDM01025,,esophagus,esophagus_squamous,,
ACH-000638,NCI-H441,NCIH441,NCIH441_LUNG,,908460.0,Male,ATCC,4.0,-3.20109744,Adherent,RPMI + 10% FBS,81.0,CVCL_1561,1815.0,pericardial_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,SIDM00925,,lung,NSCLC,NSCLC_adenocarcinoma,
ACH-000639,NCI-H211,NCIH211,NCIH211_LUNG,,1240189.0,Female,ATCC,2.0,-5.0763584680000005,Suspension,RPMI + 10% FBS,90.0,CVCL_1529,2107.0,bone_marrow,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),50,SIDM00704,,lung,SCLC,,
ACH-000640,SK-MEL-31,SKMEL31,SKMEL31_SKIN,,909727.0,Female,ATCC,,,,,,CVCL_0600,153.0,skin,Primary,Skin Cancer,Melanoma,,SIDM01104,,skin,melanoma,,
ACH-000641,CMK,CMK,CMK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910566.0,Male,DSMZ,,,,,,CVCL_0216,734.0,haematopoietic_and_lymphoid_tissue,,Leukemia,"Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.8,SIDM00959,,blood,AML,M7,
ACH-000642,HMEL,HMEL,HMEL_BREAST,,,Unknown,Academic lab,,,,,,CVCL_IZ34,,breast,,Engineered,,,,,engineered_breast,,,
ACH-000643,HDQ-P1,HDQP1,HDQP1_BREAST,,1290922.0,Female,DSMZ,,,,,,CVCL_2067,743.0,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,50,SIDM01062,,breast,breast_ductal_carcinoma,ERneg_HER2neg,basal_A
ACH-000644,COLO 829,COLO829,COLO829_SKIN,,687448.0,Male,ATCC,,,,,,CVCL_1137,430.0,skin,Primary,Skin Cancer,Melanoma,45,SIDM00909,,skin,melanoma,,
ACH-000645,JL-1,JL1,JL1_PLEURA,,,Male,DSMZ,2.0,-4.276535794,,DMEM + 20% FBS,60.5,CVCL_2080,,pleura,Primary,Lung Cancer,Mesothelioma,54,,,lung,mesothelioma,,
ACH-000646,OVMANA,OVMANA,OVMANA_OVARY,,,Female,HSRRB,2.0,-2.526918798,,RPMI + 10% FBS,49.5,CVCL_3111,,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, clear cell",51,,,ovary,ovary_adenocarcinoma,clear_cell,
ACH-000647,TE-1,TE1,TE1_OESOPHAGUS,,753621.0,Male,JCRB,2.0,-4.836485589,,RPMI + 10% FBS,91.5,CVCL_1759,1493.0,oesophagus,Primary,Esophageal Cancer,Squamous Cell Carcinoma,,SIDM00369,,esophagus,esophagus_squamous,,
ACH-000648,NCI-H28,NCIH28,NCIH28_PLEURA,,908470.0,Male,ATCC,2.0,-3.123796787,Adherent,RPMI + 10% FBS,42.0,CVCL_1555,1199.0,pleural_effusion,Metastasis,Lung Cancer,Mesothelioma,48,SIDM00720,,lung,mesothelioma,,
ACH-000649,786-O,786O,786O_KIDNEY,,905947.0,Male,ATCC,3.0,-4.2690894130000006,Adherent,RPMI + 10% FBS,63.5,CVCL_1051,301.0,kidney,Primary,Kidney Cancer,"Renal Carcinoma, clear cell",58,SIDM00125,,kidney,renal_cell_carcinoma,clear_cell,
ACH-000650,IGR-37,IGR37,IGR37_SKIN,,1240153.0,Male,DSMZ,,,,,,CVCL_2075,1535.0,lymph_node,Metastasis,Skin Cancer,Melanoma,26,SIDM01066,,skin,melanoma,,
ACH-000651,SW 620,SW620,SW620_LARGE_INTESTINE,,905962.0,Male,ATCC,3.0,-3.6072970960000004,,L15 + 10% FBS,92.7,CVCL_0547,3.0,lymph_node,Metastasis,Colon/Colorectal Cancer,Adenocarcinoma,51,SIDM00841,,colorectal,colorectal_adenocarcinoma,,
ACH-000652,SUIT-2,SUIT2,SUIT2_PANCREAS,,1240219.0,Male,HSRRB,2.0,-3.3130061110000004,Adherent,RPMI + 10% FBS,75.4,CVCL_3172,1749.0,liver,Metastasis,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",73,SIDM00371,,pancreas,exocrine,exocrine_adenocarcinoma,
ACH-000653,JJN-3,JJN3,JJN3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1327766.0,Female,DSMZ,2.0,-3.6913082989999997,,DMEM:IMDM (1:1) + 20% FBS,97.6,CVCL_2078,905.0,bone_marrow,Primary,Myeloma,Multiple Myeloma,57,SIDM01036,,plasma_cell,multiple_myeloma,,
ACH-000654,Raji,RAJI,RAJI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909262.0,Male,ATCC,2.0,-4.289168828,,RPMI + 10% FBS,84.4,CVCL_0511,1762.0,bone,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",12,SIDM00844,,lymphocyte,non_hodgkin_lymphoma,b_cell_burkitt,
ACH-000655,SF268,SF268,SF268_CENTRAL_NERVOUS_SYSTEM,,905986.0,Female,Academic lab,2.0,-4.30813499,Mixed adherent and suspension,RPMI + 5% FBS,52.6,CVCL_1689,1490.0,central_nervous_system,Primary,Brain Cancer,Glioma,,SIDM00085,,central_nervous_system,glioma,,
ACH-000656,SU-DHL-8,SUDHL8,SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331038.0,Male,DSMZ,,,,,,CVCL_2207,1877.0,pleural_effusion,Metastasis,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),59,SIDM00423,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000657,A2780,A2780,A2780_OVARY,,906804.0,Female,ECACC,2.0,-3.7540908219999998,Suspension,RPMI + 10% FBS + 2mM Glutamine + 0.05/mL cisplatin,83.3,CVCL_0134,1245.0,ovary,Primary,Ovarian Cancer,"Adenocarcinoma, endometrioid",,SIDM00210,,ovary,ovary_adenocarcinoma,endometrioid,
ACH-000658,KMS-18,KMS18,KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,Male,ATCC,2.0,-3.414865658,Suspension,RPMI; 10% FBS,90.5,CVCL_A637,,haematopoietic_and_lymphoid_tissue,Primary,Myeloma,Multiple Myeloma,58,,,plasma_cell,multiple_myeloma,,
ACH-000659,SCLC-21H,SCLC21H,SCLC21H_LUNG,,,Male,DSMZ,,,,,,CVCL_0024,,pleural_effusion,Metastasis,Lung Cancer,Small Cell Lung Cancer (SCLC),46,SIDM00029,,lung,SCLC,,
ACH-000660,SU-DHL-5,SUDHL5,SUDHL5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1331036.0,Female,DSMZ,,,,,,CVCL_1735,1609.0,lymph_node,Primary,Lymphoma,Diffuse Large B-cell Lymphoma (DLBCL),17,SIDM00406,,lymphocyte,non_hodgkin_lymphoma,DLBCL,
ACH-000661,WM1799,WM1799,WM1799_SKIN,,,Male,WISTAR,2.0,-4.565563689,Adherent,RPMI + 10% FBS,69.2,CVCL_A341,,skin,,Skin Cancer,Melanoma,,,,skin,melanoma,,
ACH-000662,COR-L23,CORL23,CORL23_LUNG,COR-L23/CPR,687780.0,Male,ECACC,1.0,-2.2164440030000003,Adherent,RPMI + 10% FBS + 2mM Glutamine,65.1,CVCL_1139,1313.0,pleural_effusion,Metastasis,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",62,SIDM00512,,lung,NSCLC,NSCLC_large_cell,
ACH-000663,OVTOKO,OVTOKO,OVTOKO_OVARY,,1298365.0,Female,HSRRB,2.0,-3.3366064239999997,Adherent,RPMI + 10% FBS,57.1,CVCL_3117,1095.0,spleen,Metastasis,Ovarian Cancer,"Adenocarcinoma, clear cell",78,SIDM00425,,ovary,ovary_adenocarcinoma,clear_cell,
